Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDC10,OUT018,1669.02098
FDC10,OUT046,1822.227831
FDC10,OUT013,1933.28081
FDC10,OUT010,284.4971334
FDC11,OUT035,1979.23611
FDC11,OUT045,1337.040454
FDC11,OUT049,1456.035109
FDC11,OUT017,1311.982292
FDC14,OUT045,705.6317533
FDC14,OUT035,643.8523689
FDC15,OUT027,4080.331818
FDC15,OUT035,2631.167862
FDC15,OUT013,2561.757462
FDC15,OUT046,2436.646705
FDC15,OUT045,2380.100132
FDC16,OUT013,1390.218745
FDC17,OUT019,502.1038209
FDC17,OUT045,3218.512683
FDC20,OUT010,115.0409169
FDC20,OUT013,845.9348006
FDC20,OUT027,1836.408971
FDC20,OUT049,868.3182407
FDC21,OUT049,1830.912179
FDC21,OUT045,1757.538782
FDC21,OUT046,1666.254662
FDC21,OUT035,1811.048438
FDC21,OUT027,3172.654532
FDC22,OUT017,3099.609861
FDC22,OUT027,4932.961277
FDC22,OUT019,453.3381744
FDC22,OUT010,473.9748382
FDC22,OUT035,3261.036759
FDC23,OUT017,3064.235607
FDC23,OUT013,2953.099869
FDC23,OUT045,2688.913762
FDC23,OUT046,2745.08593
FDC23,OUT049,2961.020037
FDC23,OUT027,4599.181544
FDC23,OUT035,3557.702869
FDC26,OUT013,1812.448907
FDC26,OUT027,2874.380948
FDC26,OUT017,2017.000535
FDC26,OUT045,1649.459021
FDC28,OUT010,260.5836192
FDC28,OUT049,1815.441422
FDC28,OUT018,1497.050524
FDC28,OUT035,1833.634846
FDC28,OUT013,1782.104975
FDC29,OUT045,1855.47914
FDC32,OUT049,1545.920208
FDC32,OUT046,1430.723598
FDC32,OUT017,1467.996032
FDC32,OUT010,212.4691414
FDC32,OUT018,1298.888443
FDC33,OUT010,489.8439299
FDC33,OUT049,3332.45916
FDC33,OUT017,3321.130801
FDC34,OUT035,2651.46783
FDC34,OUT027,4061.85109
FDC34,OUT017,2443.554697
FDC35,OUT019,493.2167885
FDC35,OUT035,4066.682361
FDC35,OUT049,3517.884778
FDC35,OUT017,3356.254161
FDC37,OUT027,2834.095184
FDC37,OUT010,254.77318
FDC37,OUT046,2002.644371
FDC37,OUT018,1468.862569
FDC37,OUT035,1805.287166
FDC37,OUT017,1790.945099
FDC37,OUT045,1610.626561
FDC38,OUT018,1867.258944
FDC38,OUT027,3458.044578
FDC38,OUT017,2385.291729
FDC38,OUT046,2323.673614
FDC39,OUT046,3168.711655
FDC39,OUT045,3194.180913
FDC39,OUT049,3256.149233
FDC39,OUT027,5350.965237
FDC40,OUT046,1175.767102
FDC40,OUT045,1301.056583
FDC40,OUT027,2109.234345
FDC41,OUT018,1023.383145
FDC41,OUT045,1112.117889
FDC41,OUT035,1243.636171
FDC44,OUT018,1574.778999
FDC44,OUT035,1884.478588
FDC44,OUT010,272.6294232
FDC45,OUT013,2821.308906
FDC45,OUT046,2609.426457
FDC45,OUT017,2923.830375
FDC46,OUT018,2622.192961
FDC46,OUT045,2823.678649
FDC47,OUT017,3731.468301
FDC47,OUT046,3498.591754
FDC47,OUT027,5824.345703
FDC47,OUT049,3889.279208
FDC48,OUT027,2148.656193
FDC48,OUT013,1285.329797
FDC48,OUT049,1374.246374
FDC48,OUT018,1096.234619
FDC48,OUT045,1200.719031
FDC50,OUT019,322.6502732
FDC50,OUT013,1513.360174
FDC50,OUT049,1557.320437
FDC51,OUT046,1892.112828
FDC51,OUT018,1715.181747
FDC51,OUT010,289.8691078
FDC51,OUT027,3255.423451
FDC52,OUT027,3947.511058
FDC52,OUT046,2333.148544
FDC52,OUT049,2316.579219
FDC52,OUT018,2103.325039
FDC52,OUT035,2555.451273
FDC53,OUT017,1677.246226
FDC53,OUT019,242.2598976
FDC53,OUT045,1485.24136
FDC53,OUT049,1657.519373
FDC56,OUT013,1951.078958
FDC56,OUT027,3509.091691
FDC56,OUT010,282.5032122
FDC56,OUT017,1883.878353
FDC56,OUT045,1798.192262
FDC56,OUT049,2025.475857
FDC57,OUT017,3251.395236
FDC57,OUT027,5288.404877
FDC57,OUT049,3262.070654
FDC57,OUT046,2942.853489
FDC57,OUT045,3064.353486
FDC57,OUT010,479.1822582
FDC58,OUT045,613.6496874
FDC58,OUT049,682.9373164
FDC58,OUT046,678.7094462
FDC59,OUT013,993.7582089
FDC59,OUT046,964.7000755
FDC59,OUT019,157.0297985
FDC60,OUT049,1441.152241
FDC60,OUT045,1485.549682
FDC60,OUT027,2322.75799
FDC60,OUT013,1436.639866
FDC60,OUT035,1497.02787
FDC60,OUT018,1207.028049
FDD02,OUT019,374.4150902
FDD02,OUT018,1653.006556
FDD02,OUT035,1972.402262
FDD02,OUT027,3107.380593
FDD02,OUT017,2349.831023
FDD03,OUT049,3670.428602
FDD03,OUT027,5959.758211
FDD03,OUT045,3592.660355
FDD04,OUT035,2392.909056
FDD04,OUT018,1968.260431
FDD04,OUT027,3733.921735
FDD05,OUT035,2012.317657
FDD05,OUT010,289.9649244
FDD08,OUT010,71.35951573
FDD08,OUT019,96.99486559
FDD08,OUT045,531.2746892
FDD08,OUT046,619.1007535
FDD09,OUT035,3049.343044
FDD09,OUT010,443.8124201
FDD09,OUT049,3037.153351
FDD10,OUT049,3010.282365
FDD10,OUT046,2753.751106
FDD11,OUT046,3862.085017
FDD11,OUT049,4312.741331
FDD11,OUT019,594.9690159
FDD14,OUT027,4754.736935
FDD14,OUT046,3080.726371
FDD14,OUT017,3164.257418
FDD14,OUT010,457.4272197
FDD16,OUT027,1989.776495
FDD16,OUT017,1265.830137
FDD16,OUT018,1027.799005
FDD16,OUT045,1087.253783
FDD16,OUT013,1199.460877
FDD16,OUT049,1224.874496
FDD17,OUT018,3392.181179
FDD17,OUT027,6067.383949
FDD17,OUT019,561.2837048
FDD20,OUT013,2036.4488
FDD20,OUT045,1872.292715
FDD20,OUT019,293.4751065
FDD20,OUT035,2062.612375
FDD20,OUT017,2161.998545
FDD20,OUT049,2059.178042
FDD21,OUT045,1892.836004
FDD21,OUT027,3361.912748
FDD22,OUT045,1683.170478
FDD22,OUT046,1749.399308
FDD22,OUT027,2959.403412
FDD22,OUT013,1835.953751
FDD22,OUT010,266.1269178
FDD22,OUT017,1819.161058
FDD22,OUT035,1839.350944
FDD23,OUT045,3016.222279
FDD23,OUT046,2869.461377
FDD23,OUT027,4789.172321
FDD23,OUT017,3173.648342
FDD23,OUT013,3085.978478
FDD26,OUT049,3117.855695
FDD26,OUT013,3061.929811
FDD26,OUT018,2624.612491
FDD28,OUT019,145.5957226
FDD28,OUT035,933.0452621
FDD28,OUT045,846.3144625
FDD28,OUT013,867.673942
FDD28,OUT018,784.3984386
FDD29,OUT045,3876.569408
FDD32,OUT010,189.5080644
FDD32,OUT035,1317.660517
FDD32,OUT027,2503.301555
FDD32,OUT045,1366.88249
FDD32,OUT019,196.2794271
FDD32,OUT046,1257.380258
FDD33,OUT046,3549.051319
FDD33,OUT035,3997.391883
FDD33,OUT010,575.9939242
FDD33,OUT017,4021.349972
FDD33,OUT049,3904.660579
FDD34,OUT027,4186.229725
FDD34,OUT018,2301.06392
FDD34,OUT046,2520.759254
FDD35,OUT046,1873.290804
FDD35,OUT049,1982.501532
FDD35,OUT018,1691.409653
FDD36,OUT035,1963.715182
FDD36,OUT013,1931.604597
FDD36,OUT045,1775.908893
FDD36,OUT046,2179.050693
FDD36,OUT017,2048.523241
FDD38,OUT018,1411.564378
FDD39,OUT035,3662.431978
FDD39,OUT049,3453.064466
FDD40,OUT017,3317.588103
FDD40,OUT010,476.6675951
FDD40,OUT018,2734.407756
FDD41,OUT018,1443.132086
FDD41,OUT035,1741.642143
FDD44,OUT045,4117.85752
FDD44,OUT027,6977.906171
FDD45,OUT019,225.5609107
FDD45,OUT049,1537.280649
FDD45,OUT010,221.3149858
FDD45,OUT046,1449.061671
FDD45,OUT027,2877.564087
FDD45,OUT017,1638.190232
FDD46,OUT017,2417.668505
FDD46,OUT035,2630.664011
FDD46,OUT018,2146.068111
FDD46,OUT046,2387.194861
FDD47,OUT019,400.3334899
FDD47,OUT027,4429.333649
FDD47,OUT017,2741.17288
FDD47,OUT018,2388.969595
FDD48,OUT010,269.6762953
FDD48,OUT027,3034.255918
FDD48,OUT013,1862.855767
FDD48,OUT035,1916.895295
FDD48,OUT049,1915.007776
FDD48,OUT017,1939.07441
FDD48,OUT046,2113.276217
FDD50,OUT045,2588.433137
FDD51,OUT018,559.4318257
FDD51,OUT046,700.6342713
FDD51,OUT017,598.9358311
FDD51,OUT010,95.89635802
FDD52,OUT017,1609.930371
FDD52,OUT045,1772.039472
FDD53,OUT035,629.9530409
FDD53,OUT045,581.0029013
FDD53,OUT013,620.8025169
FDD53,OUT046,674.1547919
FDD53,OUT018,503.5549989
FDD56,OUT027,4902.507268
FDD56,OUT049,2923.835213
FDD56,OUT019,411.6148453
FDD56,OUT013,2922.755938
FDD57,OUT045,1453.659244
FDD57,OUT018,1321.700315
FDD58,OUT027,2618.778029
FDD58,OUT017,1641.552534
FDD58,OUT010,228.4137407
FDD58,OUT049,1682.12819
FDD59,OUT049,1297.525171
FDD59,OUT013,1279.079278
FDD59,OUT018,1099.690256
FDD59,OUT035,1862.460905
FDE02,OUT035,1582.619932
FDE02,OUT018,1262.866934
FDE02,OUT010,219.5814356
FDE02,OUT045,1408.027835
FDE02,OUT049,1549.901349
FDE04,OUT046,2758.82953
FDE04,OUT017,3052.05184
FDE04,OUT027,4672.371896
FDE05,OUT018,2045.527765
FDE05,OUT035,2479.68951
FDE05,OUT049,2411.663769
FDE08,OUT046,2305.621524
FDE08,OUT035,2473.837893
FDE08,OUT045,2251.601859
FDE08,OUT013,2414.522621
FDE09,OUT046,1725.942992
FDE09,OUT013,1773.45544
FDE09,OUT018,1533.495232
FDE09,OUT017,1867.126274
FDE09,OUT035,1852.701249
FDE10,OUT035,2186.976612
FDE10,OUT013,2126.936772
FDE10,OUT046,2038.976689
FDE11,OUT017,2958.388616
FDE11,OUT045,2939.992485
FDE14,OUT027,2661.721219
FDE14,OUT017,1917.355503
FDE14,OUT046,1820.973945
FDE16,OUT013,3457.80178
FDE16,OUT035,3528.831637
FDE16,OUT046,3226.384543
FDE17,OUT019,362.7145819
FDE17,OUT018,2134.930688
FDE17,OUT027,3944.121072
FDE20,OUT027,4740.171905
FDE20,OUT045,2706.303509
FDE20,OUT018,2374.875618
FDE21,OUT035,1952.192639
FDE21,OUT013,1885.772043
FDE21,OUT010,277.8300735
FDE21,OUT018,1586.415505
FDE21,OUT019,274.3144882
FDE21,OUT046,1769.229054
FDE21,OUT017,2012.378436
FDE22,OUT049,2670.915839
FDE22,OUT017,2745.77865
FDE22,OUT027,4152.658254
FDE22,OUT013,2642.009175
FDE22,OUT046,2429.957153
FDE23,OUT049,706.3703564
FDE23,OUT027,1280.870314
FDE23,OUT013,683.7999055
FDE23,OUT010,93.89566726
FDE24,OUT019,344.0181596
FDE24,OUT013,2314.841292
FDE24,OUT049,2354.439158
FDE24,OUT046,2549.19369
FDE26,OUT018,2020.258423
FDE26,OUT019,434.914219
FDE26,OUT017,2645.742156
FDE26,OUT027,3775.935331
FDE26,OUT035,2430.492839
FDE28,OUT027,5963.213875
FDE28,OUT017,3754.495507
FDE28,OUT018,3279.467302
FDE28,OUT045,3635.365604
FDE28,OUT046,3535.307719
FDE29,OUT035,979.9103213
FDE29,OUT010,130.3002197
FDE29,OUT017,843.0791223
FDE32,OUT045,532.8312252
FDE32,OUT049,567.9002053
FDE33,OUT018,1096.310503
FDE33,OUT046,1179.837805
FDE33,OUT035,1321.774718
FDE34,OUT019,434.7271641
FDE34,OUT013,3020.127741
FDE34,OUT027,4725.353688
FDE34,OUT045,2769.772694
FDE35,OUT017,940.1006654
FDE35,OUT019,149.5413886
FDE35,OUT035,1504.455914
FDE35,OUT018,771.2646846
FDE35,OUT046,926.0084869
FDE36,OUT019,386.5050911
FDE36,OUT046,2903.053874
FDE36,OUT010,397.177891
FDE36,OUT013,2712.478964
FDE38,OUT035,2842.357726
FDE38,OUT049,2822.051383
FDE38,OUT045,2536.616053
FDE38,OUT017,3079.040727
FDE38,OUT019,485.5245805
FDE38,OUT018,2315.119956
FDE38,OUT013,2727.922841
FDE39,OUT019,289.2360686
FDE39,OUT018,1667.100533
FDE39,OUT027,3154.512007
FDE39,OUT013,1898.317827
FDE39,OUT017,2021.301458
FDE39,OUT049,1770.073009
FDE39,OUT046,1811.023443
FDE40,OUT049,739.3974258
FDE40,OUT035,1022.157329
FDE40,OUT013,978.3143319
FDE40,OUT046,946.3620023
FDE41,OUT013,1369.611994
FDE41,OUT027,2214.268336
FDE41,OUT018,1173.539895
FDE44,OUT027,1683.37965
FDE44,OUT018,642.5363838
FDE44,OUT019,120.9441298
FDE44,OUT049,772.7777213
FDE45,OUT010,437.0495437
FDE45,OUT017,3004.072137
FDE45,OUT049,2999.380638
FDE45,OUT027,4988.262292
FDE45,OUT045,2745.440923
FDE46,OUT045,2316.403566
FDE46,OUT018,2118.878322
FDE46,OUT049,2553.073364
FDE47,OUT045,1859.840427
FDE47,OUT010,302.1888221
FDE47,OUT018,1708.346358
FDE47,OUT027,3230.960989
FDE47,OUT046,1906.380199
FDE50,OUT017,3452.59628
FDE50,OUT049,3136.131816
FDE50,OUT018,2666.39534
FDE50,OUT019,536.9839565
FDE50,OUT046,3163.871017
FDE50,OUT013,3107.762365
FDE51,OUT049,457.3002047
FDE51,OUT045,785.9988201
FDE52,OUT045,1483.993146
FDE52,OUT035,1483.128542
FDE52,OUT013,1372.96442
FDE52,OUT046,1378.732541
FDE52,OUT017,1494.260936
FDE52,OUT049,1248.763505
FDE52,OUT018,1212.865273
FDE53,OUT018,1492.710548
FDE53,OUT019,258.0184234
FDE53,OUT049,1743.289249
FDE53,OUT035,1786.769787
FDE53,OUT013,1680.613198
FDE56,OUT018,828.6008174
FDE56,OUT046,984.6492773
FDE56,OUT045,1038.325758
FDE56,OUT013,918.0808019
FDE56,OUT049,993.6691898
FDE57,OUT035,2384.221976
FDE57,OUT046,2169.962052
FDE57,OUT045,2123.063117
FDE57,OUT018,1981.394185
FDE58,OUT046,1799.295285
FDE58,OUT018,1632.576272
FDE58,OUT045,1761.900069
FDE58,OUT035,2007.150582
FDE59,OUT027,1001.668849
FDE59,OUT046,562.4754052
FDE59,OUT045,515.7497992
FDF02,OUT046,1861.236843
FDF02,OUT027,2700.344829
FDF02,OUT010,244.6322503
FDF02,OUT035,1728.931208
FDF02,OUT045,1579.576781
FDF04,OUT027,6631.702935
FDF05,OUT019,616.5239572
FDF08,OUT049,1484.714455
FDF08,OUT027,2696.747996
FDF08,OUT019,216.1423739
FDF08,OUT017,1405.491503
FDF09,OUT017,661.6628807
FDF09,OUT046,567.5538294
FDF09,OUT010,64.93928761
FDF10,OUT046,2277.570735
FDF10,OUT017,2274.329174
FDF10,OUT035,2497.612694
FDF10,OUT027,3807.844647
FDF11,OUT013,4002.629547
FDF11,OUT027,6122.027896
FDF11,OUT046,3692.852198
FDF11,OUT010,596.7965256
FDF12,OUT035,2507.442994
FDF12,OUT049,2461.469293
FDF14,OUT013,2482.682884
FDF14,OUT027,3936.477184
FDF14,OUT018,2127.596216
FDF14,OUT046,2642.833275
FDF16,OUT018,2093.646921
FDF16,OUT035,2505.705578
FDF17,OUT027,5059.997338
FDF17,OUT013,3270.485827
FDF17,OUT018,2766.436604
FDF17,OUT019,469.1881468
FDF17,OUT035,3339.72433
FDF17,OUT046,3009.151734
FDF20,OUT017,3315.451452
FDF20,OUT018,2818.472537
FDF20,OUT035,3320.018558
FDF20,OUT019,468.4124753
FDF21,OUT018,2688.246988
FDF21,OUT046,2914.842518
FDF21,OUT019,445.3795339
FDF22,OUT027,5512.436683
FDF22,OUT019,502.4032274
FDF24,OUT046,1618.234004
FDF24,OUT045,1347.671723
FDF24,OUT013,1308.290819
FDF26,OUT049,2552.440782
FDF26,OUT013,2516.513476
FDF26,OUT046,2623.931613
FDF28,OUT045,1992.251959
FDF28,OUT010,301.4077091
FDF28,OUT019,301.3664385
FDF28,OUT013,2051.937422
FDF28,OUT018,1760.881374
FDF28,OUT035,2095.623279
FDF28,OUT049,2109.028259
FDF29,OUT045,2124.968444
FDF29,OUT017,2204.663366
FDF29,OUT046,2020.114846
FDF29,OUT010,313.713884
FDF32,OUT035,3387.183585
FDF32,OUT017,3296.264769
FDF32,OUT049,3366.250732
FDF32,OUT027,5469.286646
FDF33,OUT049,1064.37244
FDF33,OUT046,3372.315505
FDF33,OUT017,1872.985268
FDF33,OUT013,1744.832467
FDF34,OUT035,3346.628821
FDF34,OUT013,3291.092579
FDF34,OUT046,3022.895334
FDF35,OUT027,2859.355884
FDF35,OUT018,1480.537017
FDF35,OUT046,1658.113256
FDF38,OUT045,705.139888
FDF38,OUT049,608.5229753
FDF38,OUT027,1089.086028
FDF38,OUT035,650.2530094
FDF38,OUT018,529.3613662
FDF38,OUT017,933.643139
FDF39,OUT049,4197.482913
FDF39,OUT035,4480.859159
FDF39,OUT027,6757.011164
FDF39,OUT010,658.0805686
FDF39,OUT017,4471.297599
FDF40,OUT049,3988.081061
FDF40,OUT013,4146.422472
FDF40,OUT046,3811.625451
FDF40,OUT045,3936.437023
FDF40,OUT018,3541.301822
FDF41,OUT035,4238.576497
FDF41,OUT019,585.3183811
FDF41,OUT013,4086.822255
FDF41,OUT010,619.4284937
FDF44,OUT010,317.7907731
FDF44,OUT013,2112.036717
FDF44,OUT017,2179.476508
FDF44,OUT046,2033.374495
FDF45,OUT027,1961.782877
FDF45,OUT035,924.3581821
FDF45,OUT046,929.0714689
FDF46,OUT049,1919.576807
FDF46,OUT013,1863.988157
FDF46,OUT046,1774.347297
FDF46,OUT018,1614.641401
FDF47,OUT027,5756.273168
FDF47,OUT045,3411.239858
FDF47,OUT035,4367.44297
FDF47,OUT018,3184.726238
FDF50,OUT018,2818.472537
FDF50,OUT046,3300.498392
FDF50,OUT017,3446.96448
FDF50,OUT049,3308.393538
FDF50,OUT013,3293.990672
FDF52,OUT046,2810.336635
FDF53,OUT018,2550.762851
FDF53,OUT027,4694.24261
FDF53,OUT045,2917.25772
FDF53,OUT017,3000.231447
FDF56,OUT018,2554.641687
FDF57,OUT018,2415.237103
FDF57,OUT013,2780.594481
FDF58,OUT017,1073.335187
FDF58,OUT018,817.3875101
FDF58,OUT035,1010.54444
FDF58,OUT013,958.2066586
FDF58,OUT045,954.6587074
FDF58,OUT019,156.412882
FDF58,OUT049,1013.121088
FDF59,OUT046,1953.816601
FDF59,OUT013,2082.869921
FDF59,OUT010,301.6613104
FDF59,OUT019,306.46656
FDF59,OUT045,1940.739829
FDF59,OUT027,3334.464181
FDG02,OUT049,3185.349451
FDG02,OUT045,2913.836327
FDG02,OUT035,3232.140056
FDG02,OUT013,3157.036834
FDG04,OUT013,3118.67668
FDG04,OUT027,4859.902281
FDG04,OUT049,3160.785327
FDG04,OUT017,3224.876914
FDG04,OUT046,2877.118832
FDG05,OUT017,2604.68997
FDG05,OUT035,2676.934874
FDG05,OUT013,2577.834652
FDG05,OUT018,2184.932349
FDG08,OUT027,4813.362258
FDG08,OUT046,2636.469525
FDG09,OUT019,447.7065485
FDG10,OUT046,894.8947157
FDG10,OUT017,992.7733378
FDG10,OUT013,851.6414973
FDG10,OUT049,918.7116531
FDG12,OUT046,2244.864987
FDG12,OUT035,1996.680913
FDG12,OUT013,1928.117936
FDG14,OUT049,2540.452664
FDG14,OUT035,2562.94996
FDG14,OUT018,2122.757157
FDG14,OUT046,2565.774774
FDG14,OUT013,2464.929481
FDG16,OUT027,5512.371005
FDG16,OUT035,3687.349998
FDG16,OUT018,3049.661631
FDG17,OUT019,576.0404956
FDG17,OUT045,3891.910755
FDG17,OUT046,3760.158165
FDG17,OUT035,4179.549526
FDG17,OUT013,4066.215504
FDG20,OUT049,2954.732033
FDG20,OUT027,4920.12408
FDG20,OUT013,2950.246521
FDG20,OUT035,2997.31091
FDG21,OUT035,3340.109611
FDG21,OUT013,2461.53231
FDG22,OUT049,545.0103609
FDG22,OUT013,532.579326
FDG22,OUT045,674.0901078
FDG22,OUT019,96.68942462
FDG22,OUT018,430.2044421
FDG26,OUT046,4201.875798
FDG26,OUT027,6568.616863
FDG26,OUT019,701.2568863
FDG28,OUT035,4165.056002
FDG28,OUT027,6302.909664
FDG28,OUT018,3520.947422
FDG28,OUT013,4082.836516
FDG28,OUT045,3900.717635
FDG28,OUT010,610.4936024
FDG28,OUT049,4127.27102
FDG29,OUT018,535.6597309
FDG29,OUT045,605.9074773
FDG31,OUT046,1005.526563
FDG31,OUT045,925.5763887
FDG31,OUT017,1046.711213
FDG31,OUT018,883.5174208
FDG32,OUT018,3174.549038
FDG32,OUT049,3750.176475
FDG34,OUT046,1699.947464
FDG34,OUT049,1822.317314
FDG35,OUT017,2991.526032
FDG35,OUT013,2903.281577
FDG35,OUT045,2812.067018
FDG35,OUT035,3457.023087
FDG38,OUT035,1402.703555
FDG40,OUT049,530.1721859
FDG40,OUT035,520.6765241
FDG40,OUT018,421.9856308
FDG40,OUT013,457.4904866
FDG40,OUT019,86.33042668
FDG40,OUT045,479.9899411
FDG41,OUT027,2887.875214
FDG41,OUT045,1788.629032
FDG41,OUT013,1756.24586
FDG41,OUT046,1678.466771
FDG44,OUT017,810.4036212
FDG44,OUT013,792.6298475
FDG44,OUT045,764.4313297
FDG45,OUT049,3606.00621
FDG45,OUT046,3269.186654
FDG45,OUT027,5864.555975
FDG46,OUT018,1567.482469
FDG46,OUT046,1737.107561
FDG46,OUT017,1918.278917
FDG46,OUT035,1938.338484
FDG47,OUT019,615.6749427
FDG47,OUT045,3998.841537
FDG47,OUT049,4471.251269
FDG47,OUT027,6757.87508
FDG50,OUT027,2367.297656
FDG50,OUT019,310.8253443
FDG52,OUT046,738.3977764
FDG52,OUT045,666.5314415
FDG52,OUT017,688.3581931
FDG53,OUT027,3680.939943
FDG53,OUT046,2179.190816
FDG53,OUT045,2093.529403
FDG56,OUT049,970.1914565
FDG56,OUT046,942.2912992
FDG56,OUT010,135.4185929
FDG57,OUT027,1684.243566
FDG58,OUT027,3986.06899
FDG58,OUT049,2583.337603
FDG58,OUT013,2544.004059
FDG58,OUT018,2189.809349
FDG58,OUT045,2496.454439
FDG59,OUT019,95.52290007
FDG59,OUT013,527.3717071
FDG59,OUT049,574.1882086
FDG60,OUT045,3596.265292
FDG60,OUT010,578.8512355
FDG60,OUT018,3368.409085
FDG60,OUT017,3921.333119
FDH02,OUT010,208.5703461
FDH02,OUT035,1470.921457
FDH02,OUT046,1630.744385
FDH02,OUT049,1480.643927
FDH04,OUT035,1526.518769
FDH04,OUT027,2368.161572
FDH04,OUT013,1441.757996
FDH04,OUT010,204.4044101
FDH04,OUT049,1504.709549
FDH04,OUT045,1466.83078
FDH05,OUT013,3888.092909
FDH05,OUT017,3850.836582
FDH05,OUT010,576.8640841
FDH08,OUT013,3858.881368
FDH08,OUT018,3259.536101
FDH08,OUT017,3902.506514
FDH08,OUT010,566.9767557
FDH08,OUT045,3542.399807
FDH08,OUT049,3894.979323
FDH09,OUT013,755.9459068
FDH09,OUT046,2492.299335
FDH09,OUT018,1644.379157
FDH10,OUT045,2945.418442
FDH10,OUT046,2943.86121
FDH12,OUT035,1752.021467
FDH12,OUT013,1715.032358
FDH12,OUT027,2807.17233
FDH12,OUT046,2013.888578
FDH12,OUT010,248.0925809
FDH12,OUT018,1456.227898
FDH14,OUT027,3692.706377
FDH14,OUT018,1944.450394
FDH14,OUT035,2352.399465
FDH16,OUT045,1316.273151
FDH16,OUT010,211.2631029
FDH16,OUT035,1520.163301
FDH16,OUT018,1261.483512
FDH17,OUT027,2532.957327
FDH17,OUT018,1324.081902
FDH19,OUT049,2955.952504
FDH19,OUT045,2651.637838
FDH20,OUT046,1478.120181
FDH20,OUT010,228.0778621
FDH20,OUT027,2892.654829
FDH21,OUT017,2725.576131
FDH21,OUT018,3209.662877
FDH21,OUT046,4096.723
FDH22,OUT013,2035.815488
FDH22,OUT046,1937.977921
FDH22,OUT045,1916.859453
FDH22,OUT027,3333.600266
FDH22,OUT017,2018.335362
FDH22,OUT018,1802.664224
FDH24,OUT013,2604.781412
FDH24,OUT027,4087.910028
FDH24,OUT045,2386.326276
FDH24,OUT019,378.4791422
FDH26,OUT017,2649.823296
FDH26,OUT019,428.1160686
FDH27,OUT027,3766.694967
FDH27,OUT035,2460.623107
FDH28,OUT010,73.44248373
FDH28,OUT013,557.2165608
FDH31,OUT018,1397.508343
FDH31,OUT045,1598.442125
FDH31,OUT013,1604.481458
FDH31,OUT010,236.3139176
FDH31,OUT017,1716.090115
FDH32,OUT019,235.7671882
FDH32,OUT010,219.4856191
FDH32,OUT049,1633.498444
FDH32,OUT017,1538.08516
FDH33,OUT013,608.711066
FDH34,OUT018,2632.869244
FDH34,OUT035,3178.964702
FDH34,OUT045,2811.718226
FDH34,OUT013,3083.713698
FDH35,OUT018,2313.199509
FDH35,OUT046,2538.089606
FDH35,OUT035,3326.348555
FDH38,OUT045,1775.417027
FDH38,OUT027,3030.800255
FDH38,OUT013,1908.68832
FDH40,OUT019,202.0818771
FDH40,OUT049,1354.794476
FDH40,OUT035,1371.520413
FDH40,OUT045,1331.082162
FDH41,OUT017,3582.140714
FDH41,OUT018,3051.620019
FDH41,OUT049,3650.066926
FDH41,OUT010,528.5782821
FDH44,OUT018,2064.959884
FDH44,OUT027,4117.818987
FDH44,OUT013,2446.677
FDH45,OUT027,1544.708512
FDH45,OUT017,594.0177718
FDH45,OUT013,612.7862946
FDH46,OUT045,1681.389928
FDH46,OUT010,237.4309092
FDH46,OUT018,1408.146684
FDH46,OUT035,1693.039668
FDH46,OUT017,1727.23529
FDH46,OUT027,2640.583065
FDH47,OUT017,1671.723769
FDH47,OUT018,1317.284455
FDH47,OUT027,2546.451593
FDH48,OUT027,2249.567638
FDH48,OUT035,1408.464827
FDH48,OUT046,1698.799619
FDH50,OUT049,3123.600503
FDH52,OUT010,138.453998
FDH52,OUT049,993.6691898
FDH52,OUT018,797.9553914
FDH52,OUT046,958.6139303
FDH52,OUT035,1008.258001
FDH52,OUT045,1066.343406
FDH52,OUT013,973.1514579
FDH53,OUT049,1331.272049
FDH53,OUT027,2189.073313
FDH53,OUT045,1368.930891
FDH56,OUT046,1801.390365
FDH56,OUT027,3327.346006
FDH56,OUT017,1912.641666
FDH57,OUT013,2117.743414
FDH57,OUT045,1975.394546
FDH57,OUT019,312.0981858
FDH58,OUT027,3056.126632
FDH60,OUT018,2762.058686
FDH60,OUT035,3325.825002
FDH60,OUT013,3277.369659
FDI02,OUT027,2935.804866
FDI02,OUT049,1866.921226
FDI02,OUT045,1805.710458
FDI02,OUT013,1811.271772
FDI04,OUT049,3354.217921
FDI04,OUT017,3321.169218
FDI04,OUT010,487.1511731
FDI05,OUT018,1036.055758
FDI05,OUT027,2041.960049
FDI05,OUT019,181.9074547
FDI05,OUT045,1254.933308
FDI05,OUT013,1159.290275
FDI05,OUT035,1213.551075
FDI07,OUT013,3307.169768
FDI07,OUT018,2781.490804
FDI08,OUT013,4199.77217
FDI08,OUT027,6741.582218
FDI09,OUT013,4013.543863
FDI09,OUT035,4868.74033
FDI09,OUT017,3915.310211
FDI09,OUT027,6175.939282
FDI10,OUT017,2842.851715
FDI10,OUT018,2437.088751
FDI10,OUT035,2911.124652
FDI10,OUT046,2628.2883
FDI10,OUT045,2764.879072
FDI12,OUT013,1359.785324
FDI12,OUT035,1426.38801
FDI12,OUT018,1211.90505
FDI12,OUT027,2341.304396
FDI14,OUT013,2331.507049
FDI15,OUT027,6782.206186
FDI15,OUT045,4069.869388
FDI15,OUT018,3768.650023
FDI15,OUT010,663.020848
FDI16,OUT019,136.7147247
FDI16,OUT017,703.8495705
